,Antisera,,A/SWINE/FRANCE/FINISTERE/2899/1982,A/SWINE/FRANCE/MORBIHAN/0070/2005,A/SWINE/FRANCE/COTES_DARMOR/0388/2009,A/SWINE/FRANCE/COTES_DARMOR/0186/2010,A/SWINE/FRANCE/65-150242/2015,A/SWINE/SCOTLAND/410440/1994,A/SWINE/FRANCE/COTES_DARMOR/0113/2006,A/SWINE/FRANCE/COTES_DARMOR/0214/2006,A/SWINE/FRANCE/22-130212/2013,A/SWINE/FRANCE/COTES_DARMOR/0190/2006,A/SWINE/FRANCE/COTES_DARMOR/0070/2010,A/SWINE/FRANCE/22-120067/2012,A/BRAZIL/11/1978,A/CHILE/1/1983,A/NEW_CALEDONIA/20/1999,A/SOLOMON_ISLANDS/3/2006,A/TAIWAN/1/1986,A/BEIJING/262/1995,A/CALIFORNIA/4/2009,A/SWINE/IOWA/1973,A/SWINE/MINNESOTA/02093/2008,A/SWINE/MINNESOTA/37866/1999,A/SWINE/KENTUCKY/02086/2008,A/SWINE/NEBRASKA/02013/2008,A/SWINE/NORTH_CAROLINA/02084/08,A/SWINE/OHIO/511445/2007,A/OHIO/9/2015,A/SWINE/FRANCE/MORBIHAN/0070/2005,A/SWINE/FRANCE/COTES_DARMOR/0388/2009,A/SWINE/FRANCE/COTES_DARMOR/0186/2010,A/SWINE/FRANCE/65-150242/2015
,,Clade,1C.1,1C.2.1,1C.2.1,1C.2.1,1C.2.4,1B.1.1,1B.1.2.3,1B.1.1,1B.1.2.3,1B.1.2.3,,,1B.1.1,1B.1.1,,1B.1.1,,,1A.3.3.2,1A.4,,,,,,,1A.3.3.3-c1,1C.2.1,1C.2.1,1C.2.1,1C.2.4
Antigen,Clade,Subtype,H1N1,H1N1,H1N1,H1N2,H1N2,H1N2,H1N2,H1N2,H1N2,H1N1,H1N1,H1N1,H1N1,H1N1,H1N1,H1N1,H1N1,H1N1,H1N1,H1N1,,,,,,,H1N1,H1N1,H1N1,H1N2,H1N2
A/CHILE/1/1983,1B.1.1,H1N1,12.1201448606034,11.8008844621727,12.0403263772071,11.9221810110733,8.27939360529662,6.30070756573651,8.83521628866196,6.33840796484422,9.26105414465282,10.6540619877075,9.47412176726048,10.8662053696877,6.65963952219984,6.15414665607141,7.14992031012149,7.88359983670737,7.10347721655579,6.67738470048552,9.70541271272913,9.80470898435582,7.69559240585479,10.8014412778434,8.74837084773679,8.83652178756564,7.69475696919803,9.39301487588292,10.1868435895634,11.0866452833033,11.182127295393,10.0994508852663,9.47412262186537
A/SWINE/BELGIUM/GENT/13/2017,1C.2.1,H1N1,2.54298551315051,3.05346753092333,2.51628722415881,3.02783092602843,6.4648816950754,4.13681634190107,4.16592828185163,4.88680741959937,5.71892358990192,2.2527537671315,2.91168751037152,2.88236198013594,3.36058701039704,3.79600384402156,3.41050331916433,4.85703091054559,3.77622781009135,3.36744097333903,2.85174605861509,1.6709646413973,2.83325519644378,3.5068543024203,2.14623730874826,2.79380268432782,3.55801796885018,2.85786873041364,4.60059935654856,3.05965623781403,3.30691105251808,3.0125046761533,7.57886437077758
A/SWINE/BELGIUM/GENT/173/2015,1C.2.1,H1N1,5.3290961940163,3.50646945741613,4.20570044282207,5.04927668969369,9.04292359005951,9.60846747371027,9.65740317415274,10.1754800310715,10.7555873029893,6.91454898640493,7.95495893077803,7.3864392512451,9.33181907968814,9.66756281530638,9.37194100047739,10.7488538828826,9.71700751177668,9.39298588238827,5.94874781775,6.29796364852846,7.4903594170292,6.75678959277798,6.70596951899919,6.57691701238025,7.90552008809595,6.38528627012141,9.20990658055042,4.09854846868908,4.08517167236908,5.23614405088727,8.96789441777675
A/SWINE/BELGIUM/GENT/138/2017,1C.2.1,H1N1,2.82163734262865,3.4043235852536,2.81139879508671,3.16039740562163,6.39749114992853,3.79624828305201,3.77142391223659,4.53672681845745,5.34649214230201,2.09817650908801,2.60022495736643,2.6982913575424,2.98566231728135,3.43953155415044,3.13817599486306,4.5848650993766,3.50831035284718,3.03899811013367,3.11200696229261,1.90302834120464,2.76175976617106,3.7355909649568,2.25583213976884,2.94502244741033,3.57373948607413,3.0735810313396,4.5796057363705,3.39216620460454,3.61044751403306,3.20472565714183,7.60261059466
A/SWINE/BELGIUM/GENT/9-P20/2018,1C.2.1,H1N1,3.42011167871657,0.972446554113163,2.28405531672595,3.2815857995667,6.22488726163937,5.95088241338569,6.62177915304541,6.6542140427233,7.93916819626366,4.33345487354307,5.01810123797716,4.97039862088985,5.60937602542384,5.9037520049936,5.6961962674324,7.35371121837173,6.07352002803887,5.63815468899209,2.44034625427426,2.88717623084147,3.67421535002787,4.10518304115157,2.91723025063358,2.85218756390957,4.18830279246616,2.86465533222543,6.40317430257892,0.730277437228025,1.15513795612971,1.92542689660016,6.65639133899833
A/SWINE/BELGIUM/GENT/8/2018,1C.2.1,H1N1,2.10666918618086,1.77651891526764,1.55103916641986,2.64480721560683,6.77210539771589,5.421338699642,5.49490600146702,6.13515437648883,6.92406143546121,3.03894334242047,3.99883550004948,3.67263205965011,4.82376122328435,5.21511205701118,4.79143520335069,6.20846996067901,5.14479344480779,4.81410238443235,2.65402091025289,2.04773461595875,3.58894881174714,3.47787879082899,2.65613628280851,2.993193012266,4.14894989078336,2.88584815491518,5.32728815202389,2.03222245508642,2.33866906938016,2.62183941537956,7.55857566849091
A/SWINE/BELGIUM/GENT/61/2014,1C.2.1,H1N1,2.51322086595637,2.96271299604883,2.79577168584655,3.60376556214756,6.64764905806086,4.59263004153086,4.99468744882426,5.43463242846934,6.57725142826228,3.11060010614602,3.79973310209276,3.73626192259237,3.75483250436484,4.1340054585779,3.43745422963459,4.93603491236598,3.78359269452787,3.55398870133354,2.05417113404591,0.86141752566709,2.77696669039681,2.7404841153971,1.59790102551126,2.19475714125651,3.05908389506246,2.05556564210421,4.26716776991937,2.78779121442373,3.14942275435734,2.98671691821846,7.59003417112537
A/SWINE/BELGIUM/GENT/31/2018,1C.2.2,H1N1,3.59816310097339,4.52156444012775,3.81322013711622,3.90018351504931,6.60857379701481,3.18426025997318,2.88991549442813,3.89396153367071,4.55878357614423,2.19124083432048,2.22930675412477,2.59596234461301,2.15539621147012,2.66885979918859,2.45445791458113,3.75157030743126,2.7953316601797,2.26185866723647,3.92638776296809,2.63875336270338,3.01505242292767,4.29459400004028,2.84710956396046,3.58816462232117,3.83221432586308,3.77660673481785,4.42746270703783,4.47447355029594,4.66095433925602,4.08575719354837,8.013938445347
A/SWINE/BELGIUM/GENT/32/2018,1C.2.2,H1N1,2.72417651940684,2.83093703659675,2.68515888737637,3.37264790637526,6.29391075773459,4.28402673275198,4.74683192009284,5.10181598390409,6.29333100367523,2.9189026324702,3.49091041594735,3.55735253090818,3.53650832854456,3.91385730418531,3.44013505287524,5.03082131624897,3.81304253354773,3.44303543557755,2.16914272969348,1.22007604850249,2.51717007464019,3.13830966426001,1.57025147700158,2.16700264590723,3.04913267191145,2.19970527512447,4.57824203679663,2.6470329097059,2.96256073894542,2.69640491736863,7.28167676296973
A/SWINE/BELGIUM/GENT/228/2014,1A.3.3.2,H1N2,8.55986211650345,8.63049970168041,9.22352040750021,9.91710648368966,8.52254590062678,6.81388861044258,9.15842731650793,7.71639617639531,10.5870421760785,9.05038022511656,8.89877472006622,9.54412566690524,6.13700057977031,5.9356647513275,4.97188184032436,5.9722447666408,4.91651330867724,5.32578589274381,5.34590429605042,5.90726344951885,5.51013268219303,5.77421652287244,5.19613100046796,5.01882249937093,3.82345822273716,4.95576509442967,6.02416884436865,7.76761530484386,8.12640635678141,7.57379841126653,9.03555953155579
A/SWINE/BELGIUM/GENT/9-P18/2018,1B.1.2.1,H1N2,8.82628368260786,8.87130915609555,9.23875711768245,9.60240202448588,7.58698281663332,5.21678561610632,7.76191559410323,5.95490395004284,8.95863274236801,8.43302096331,7.86688404654118,8.82484351510765,4.75497018056298,4.40141882682623,4.11498790907792,5.14136724982442,4.04285259345313,4.13475649778017,6.00914541867581,6.22496331210939,4.99877627718999,6.72825107666634,5.32356945478403,5.34914749407365,4.01357404698083,5.6116811414711,6.42853467088652,8.0760854603464,8.34013008841015,7.50481253891422,8.52177663149287
A/SWINE/BELGIUM/GENT/7/2018,1B.1.2.1,H1N2,8.51555353198232,9.02958101455765,9.27247457707655,9.76015152419173,8.58690655573436,5.8541739753225,7.95744624765614,6.66642610542013,9.28731945388535,8.45318032975979,8.10385760752726,8.83398447825121,5.07464859124063,4.82918798290686,3.91080389934354,4.51359257139416,3.72962259495704,4.23610979743144,5.99812281220321,6.00736544458628,5.4557202588532,6.16637898790347,5.39533223017193,5.4998583741226,4.19342382953451,5.54965723766857,5.54508468951982,8.29333938379886,8.61849455351839,7.89960343346559,9.51878810253787
A/BRISBANE/02/2018,1A.3.3.2,H1N1,6.05976704774598,5.19525766355593,6.26020566425851,7.23319501315004,7.14653084989126,6.73704216256976,8.66255495895966,7.68840312338023,10.1775490500784,7.30065598813401,7.61409184357852,7.93652456625029,6.17983624389165,6.22030902859365,5.41123353209056,7.03764499409649,5.63142485586789,5.65757193837408,2.23899416919227,3.75490506888347,4.09629099057028,3.73194785481109,3.13963844644674,2.54378588401875,2.69170176889278,2.21115172294347,5.9124087583152,4.29649358990288,4.70351380247669,4.64605811231067,7.23103702421938
A/MICHIGAN/383/2018,1B.2.1,H1N2,7.13607932525011,6.12357322258977,6.93313279870635,7.3645553540742,5.12789015855611,4.27767223524083,7.12416405324019,5.14070764379453,8.3897378295901,6.92913665609414,6.49397340899867,7.4725686189205,4.13988212698078,3.91269447178607,4.06636911445506,6.02627108035449,4.31260155498563,3.84193826821286,3.51473254499646,4.45919432889365,2.56085081820031,5.42014632043045,3.07802678394576,2.73241041760912,1.7265392971152,3.3034753665532,6.46576632355918,5.1871120966967,5.40538521042917,4.60505830933887,5.76497538777955
A/HUNAN/42443/2015,1C.2.2,H1N1,5.15230153826866,2.2650093240633,3.79117895106486,4.64355709223563,7.06368705372311,7.97987721523714,8.73465617814745,8.59759457600781,9.89376060330148,6.33145688253086,7.03094062377513,6.91534416469618,7.82929994469723,8.07997216555842,7.96661542488847,9.63657267558604,8.33979795638868,7.89637128397897,4.22869795657768,5.07100969082307,5.63015289073818,5.82752301677056,5.02875734726673,4.72797792874405,6.03518444127704,4.7083371250332,8.41306545455453,2.29534631366687,2.28547528027825,3.39306666827043,6.90929727372398
A/MICHIGAN/45/2015,1A.3.3.2,H1N1,9.07057854937396,8.08052438519976,9.33820525961362,10.3848904527362,9.47987396951538,9.818237579829,11.9945558017505,10.7398595310903,13.4923026017589,10.6379501404663,10.9695628499118,11.2768631152227,9.3476234932549,9.30773386685634,8.44957329505052,9.84302284457555,8.5888662481003,8.75894115880571,5.56282012912444,7.01808585657105,7.27503352245537,6.44338704203425,6.49943850881602,5.87695470435265,5.80002030324441,5.56239399435171,8.45680466882779,7.19567790054633,7.54671092897857,7.6453555292398,9.01006259484102
A/SWINE/ITALY/126300/2019,1B.1.2.2,H1N2,4.44852043602724,4.22498789278003,4.06940206089232,4.1047820166832,5.22744318556016,2.24299264232159,3.47084255361579,3.08792710269001,4.91462554413627,3.08917341933247,2.59839022079227,3.57234280813237,1.66988305962236,2.01234633915112,2.60610012128265,4.48775291567831,3.03706822684729,2.04709358297586,3.39953641040854,2.80289039576475,1.66581485158046,4.66280867081539,2.19518871538972,2.77147364467913,2.96335657865976,3.29077625425969,5.27149633715374,3.90033648079923,4.03258214371551,3.18428610608255,6.62019318905737
A/SWINE/ITALY/202244/2019,1B.1.2.2,H1N2,5.60511607174273,3.92374223725084,3.86473061295592,3.05904784648935,4.04789072937111,3.44918042442281,3.98323385284146,3.50465780659532,4.57645940476693,3.44023114434753,2.53224488184448,3.76655887182711,4.05924347415813,4.26467560199269,5.58522897448929,7.28835595962436,6.00189178088855,4.88320995274094,5.20779434645626,5.03401934076151,3.50628117603708,6.97909296398569,4.44565030894545,4.69754109722281,5.35035290231885,5.36444115903777,8.01662431940385,3.94959331080651,3.69664425381897,2.88886496275645,5.48754180041337
A/SWINE/ITALY/76625-3/2019,1C.2.1,H1N1,3.55979709899501,0.805111736250348,1.86202758269124,2.48792744631263,5.6062201130989,5.3025133235866,5.86121363104625,5.90613681205566,7.06880100590028,3.67611926010475,4.18395478435437,4.296667990309,5.11906424751407,5.42322434655163,5.54387696354721,7.25051381335636,5.94907032529086,5.33245555397799,2.96215058414724,3.14671624111389,3.3636826557191,4.70347037028002,3.01703609032247,3.07617749005766,4.33723003547716,3.32496941970218,6.68662889276996,0.926639861386328,0.946069992005503,1.34976425893412,6.24037984073462
A/SWINE/ITALY/45510/2019,1C.2.5,H1N2,4.30593311834238,1.86195169285315,3.36690780951828,4.40828104764208,6.76267036482808,7.07231673843719,7.95394148549053,7.79552504956085,9.2626282808497,5.64241967833784,6.34965227890728,6.27097773409025,6.76124702741132,7.01169567309326,6.7047982232816,8.36291233452037,7.06209870515939,6.71031763408804,2.86898215996609,3.77315540037986,4.57475129966115,4.51680280336819,3.75032276573843,3.45639001576034,4.76139374819039,3.34258446039025,7.11626085831724,1.51040284629341,1.80504835413714,2.77160901151448,6.82631735593279
A/SWINE/GERMANY/R2279/2016,1A.3.3.2,H1N1,5.17513128199857,4.36250211312471,5.22502855926321,6.03119728304873,6.08263411701696,5.14807580684007,7.06055155904006,6.105957259208,8.55601020164351,5.88447392661816,6.04915157635533,6.50909937982493,4.5897313999171,4.65374860193677,4.03961529258758,5.88197603217127,4.32855759784326,4.15550676808945,1.18189524757142,2.60007703119999,2.51636338225194,3.33881648561582,1.58655940822248,0.992349756033529,1.25651110532921,1.01750792198538,5.24055837305024,3.47479154413824,3.86143731498038,3.51788933318432,6.54782011844654
A/SWINE/REPUBLIC_OF_IRELAND/AR6853/2016,1A.3.3.2,N1N1,4.42865948710524,2.55856122546656,3.91470768379774,4.97272193532324,6.62030778951323,6.67635955771412,7.87201523885648,7.48908043125854,9.2758027765684,5.79490334176499,6.40018620960485,6.44791666730613,6.27496703777059,6.48239868319391,6.02661933787311,7.7225376318513,6.36328102088079,6.09564844782928,1.94506007799125,3.21542190544286,4.00292750608416,3.8418494594096,3.02525563269682,2.61129425656291,3.83107655580177,2.41015289782525,6.47587772106008,1.83932144586143,2.26514352556552,2.84171462196561,6.71935835957909
A/SWINE/GERMANY/BAK36/2017,1A.3.3.2,H1N2,9.36076795672267,8.16126806682231,9.31855111727047,9.9990906709458,7.25255820049782,7.5246639651268,10.3627723981705,8.33828605113302,11.6602356667285,9.86901797803186,9.64844494644072,10.4601554868734,7.35843490521063,7.129657870698,6.86347365345672,8.49057463199877,7.00433601519094,6.89656204912478,5.34100743438162,6.72496971483665,5.60647121647264,6.92272084186341,5.60753131868947,5.02033348397735,4.30001909360039,5.20245064701654,8.27921874649782,7.12431044279274,7.38162178064622,6.91517237542792,7.0771830584005
A/SWINE/DENMARK/SIR1570/2017,1A.3.3.2,H1N2,5.20687913804921,2.3266071607954,4.00463234434874,4.73818142789286,5.42269165194443,6.30533258558534,7.75367844158163,6.99761401740235,8.97654322291151,5.87244286488319,6.19084847827208,6.5150462718069,6.23256375409883,6.38767791559346,6.43136464379508,8.32809195600788,6.81709277749468,6.27679999039507,2.68984797567741,4.00481999778461,3.74705279254695,5.07600975903278,3.39090587405973,2.90517134870497,4.11360991243687,3.15755665053892,7.51949015826815,1.39387158291683,1.52034781631384,1.99129674566197,5.39557464482513
A/SWINE/GERMANY/R1696/2014,1C.2.4,H1N1,5.23490100084677,3.28216668697841,4.42520263687665,4.96778981004477,4.5317795127505,4.5505693520432,6.54478921034729,5.3508257750793,7.83481602968374,5.3118876313811,5.26509484443945,5.94625216964269,4.45510143592991,4.5250149163303,4.70122537845015,6.75008857168007,5.09080866354222,4.45705004589584,1.83731463378052,3.15081772866,1.82616984158462,4.54871010352136,1.88779062766321,1.31759711280931,2.25587390302584,2.07912812845143,6.48809883686464,2.28722581857947,2.48905786127418,1.87432601867823,5.00734313729826
A/SWINE/GERMANY/AR8941/2016,1C.2.2,H1N1,3.53050327487373,0.843036599047175,2.2628193977546,3.20360676713442,6.09626415278409,5.91312080815418,6.59786512644818,6.59736792410283,7.88787381267313,4.32669244011938,4.97453778156909,4.96068315032182,5.61562692940208,5.90563124614248,5.76585688808173,7.44515725481773,6.14937426138562,5.67777637876707,2.55310423956803,3.01588230316551,3.66327760677155,4.27738824526337,2.98908071104759,2.91596893130862,4.25133971695276,2.97933191243793,6.55007529416781,0.587478497627207,0.980221391196443,1.79557196402016,6.52456654068786
A/SWINE/BELGIUM/SIR5289/2017,1C.2.1,H1N1,4.51695333323851,1.52502963960912,3.20939347603621,3.99775150643468,5.68291667767338,6.18677256620494,7.29066161512381,6.8629064724483,8.52302012968062,5.22019833470273,5.67366470448616,5.85603085421867,6.04204977370227,6.25856926545514,6.2531089628089,8.06701511749141,6.64325189618648,6.11478462290141,2.66936903299464,3.65241839910609,3.75396208053189,4.81181345895911,3.278996325996,2.9632577731129,4.27014722760842,3.14324966322193,7.21390674393212,0.681169957740717,0.890864537451287,1.72582866808752,5.846927014584
A/SWINE/FRANCE/SIR3244/2017,1C.2.1,H1N1,5.43269200411749,2.0625416565097,3.61874930708965,4.16063262059365,6.32536692274861,7.56191811810594,8.31467940532961,8.07440385439016,9.3291271645517,6.04881374123195,6.56959603613222,6.60511756930225,7.59324795012928,7.83096460590306,8.01223845426389,9.76584132660197,8.41272738816208,7.81010470198183,4.57927123642052,5.3559814584634,5.43985845157748,6.4260453389198,5.14943233269694,4.88319401744196,6.18100933135061,5.05501056410458,8.85406541095828,2.18940615517195,1.93267427565603,2.94516203598201,6.21407896050741
A/SWINE/GERMANY/BAK63/2017,1C.2.1,H1N2,4.61820483041305,2.15406324798769,3.60264204480869,4.35392754722814,5.29653887811065,5.55949837151967,6.98517242513026,6.30597939631838,8.28006744336434,5.18370895539363,5.48653319387984,5.83648298897681,5.38195325240501,5.55530041002498,5.53243648800441,7.42765996523196,5.9196848377199,5.3919168889057,1.92859586744209,3.16873659131439,2.95926129938225,4.4087723537997,2.50121402251362,2.07803266972739,3.34880499486717,2.38148504344707,6.71841112648025,1.10243634980165,1.41247708089157,1.55853315285549,5.56263010141861
A/SWINE/GERMANY/AR313/2015,1C.2.4,H1N2,7.29116538721789,3.98567165228151,5.56932255989477,6.04177327601175,6.83663659479092,8.99005883447679,10.0980421842037,9.4700472127141,11.0345016305289,7.97041827529165,8.36668739069923,8.52509869597565,9.16332731298528,9.33154565858127,9.59835481704296,11.4487116250961,9.99754227052396,9.3739287486634,5.89332280886581,7.00224448908445,6.78002228594402,7.89481229262674,6.6113447467764,6.1766630829364,7.37110887244732,6.3751526249311,10.4788738066133,3.85950676881373,3.62299357971249,4.42619897197284,6.16182507348955
A/SWINE/NETHERLANDS/GENT-193/2019,1C.2.2,H1N1,5.08656615048523,2.76180983531293,3.98731783943727,4.45810235678591,4.32552571410548,4.60810767483749,6.40920103433222,5.33237070032362,7.63407539775402,5.03892532813954,5.00719709036366,5.67135678753065,4.61096849153244,4.7186244639954,5.03570803671304,7.06793230605066,5.44412432184015,4.73472890540947,2.18453301728936,3.3190629270282,2.05353068398762,4.83030931629556,2.22134198523043,1.80521098078758,2.85717453447239,2.49897298462617,6.81094647573315,1.78518424670966,1.89675016694528,1.22398602501409,4.80813972994858
A/NETHERLANDS/GENT-193/2019,1C.2.2,H1N1,4.25540607008764,3.15021641386472,3.78232288485043,4.3398652615694,5.13107852720245,3.90445141163559,5.4909476357885,4.78252591496178,6.9140674158485,4.23234550658027,4.28795323499709,4.86175468241776,3.49190822040068,3.67230194065762,3.6077104309037,5.59195043722844,4.0101396799609,3.42719282796686,1.50260985340095,2.0539358529496,1.30296600455255,3.74652474232888,0.805099170352682,0.883679006746534,1.9001052599677,1.57714824924243,5.40066418522762,2.42257827723117,2.70692373702917,2.07469524384055,5.9649085235249
